pid,parameter,optimal_x
6,[1.0795360255846431],[-0.9885158448214544]
6,[0.965078013208936],[-1.0052339614094454]
6,[0.9204373032013431],[-1.0121061037585088]
6,[0.966307133753893],[-1.0050476688224925]
6,[0.9523724882254809],[-1.0071687392653772]
6,[0.9571518493391884],[-1.00643900060946]
6,[1.0165317776627527],[-0.9975640890808036]
6,[1.0739777088660276],[-0.9892995346741243]
6,[1.0978578129934877],[-0.9859519052080455]
6,[0.9143142291890273],[-1.0130651765636833]
6,[0.9440043053506344],[-1.0084521367321169]
6,[0.9541866386385687],[-1.0068914675617489]
6,[1.0744481209975818],[-0.98923310267164]
6,[0.9138138794723566],[-1.013143726999134]
6,[1.028732348930755],[-0.9957831586682273]
6,[1.0597160539614052],[-0.9913230139071014]
6,[1.081659681263356],[-0.988217146945935]
6,[1.093386870763785],[-0.9865748513822548]
6,[0.9883046592981989],[-1.0017393460570003]
6,[1.0356308947289563],[-0.994782391698324]
6,[0.9280902540345334],[-1.0109130743638832]
6,[0.9533376861268976],[-1.0070211777128026]
6,[1.0208035318197686],[-0.9969389278671335]
6,[1.0785968228333076],[-0.9886480738303483]
6,[0.9587840212095262],[-1.0061903304597637]
6,[1.017836359866877],[-0.9973729818759232]
6,[1.0916153301176454],[-0.9868221665669602]
6,[1.0450166651765482],[-0.993427940391171]
6,[1.0152583254614436],[-0.9977507930341787]
6,[0.9517577057952318],[-1.0072627787636952]
6,[1.0290924250754039],[-0.9957308120765616]
6,[1.0353070169273288],[-0.9948292766182536]
6,[1.0901768009752164],[-0.9870231939102133]
6,[1.033214733781865],[-0.9951323944099428]
6,[1.0628541713575075],[-0.9908761951456703]
6,[0.9895352632268435],[-1.0015556953072755]
6,[1.0728535681145273],[-0.9894583668842092]
6,[1.0353307744755265],[-0.9948258371151996]
6,[0.9558990281062764],[-1.0066300604274365]
6,[1.0585074644823054],[-0.9914953365558274]
6,[0.9205263845972986],[-1.0120921805781]
6,[1.070265238057014],[-0.9898245075398067]
6,[1.0266397172244135],[-0.9960876200356823]
6,[0.9541820249685731],[-1.0068921722762383]
6,[1.0261237757471657],[-0.9961627489729632]
6,[1.0530311183100616],[-0.9922778308684199]
6,[0.9137471865647623],[-1.0131541992425355]
6,[1.0301267389137265],[-0.9955805151085805]
6,[0.9389983507328161],[-1.009223375362181]
6,[1.0203739002364687],[-0.9970017247790772]
6,[0.9703218780064905],[-1.00444023988768]
6,[0.9142623901009911],[-1.0130733135756322]
6,[1.0784930401946062],[-0.9886626900472597]
6,[0.9573934936888813],[-1.0064021675350754]
6,[1.0346309820474116],[-0.9949271718043023]
6,[1.0420132870381946],[-0.9938604647214101]
6,[0.9758454845413469],[-1.0036071837782927]
6,[0.9876360509611065],[-1.0018391894830045]
6,[1.0239500525864673],[-0.9964795526862562]
6,[0.9392662213790377],[-1.009182039477478]
6,[1.0281631236695146],[-0.9958659355419608]
6,[0.9016454275308005],[-1.01506247628827]
6,[0.9350868855145071],[-1.0098278256953663]
6,[0.9586630137447202],[-1.006208757208717]
6,[1.0107052451636414],[-0.9984196032580838]
6,[1.0363748465379927],[-0.9946747335038827]
6,[1.0143347531901503],[-0.9978862973783734]
6,[0.9856246614825511],[-1.0021398177470187]
6,[0.9106807291164345],[-1.0136362223574722]
6,[0.9169623992925955],[-1.0126498894726315]
6,[1.0342534764212779],[-0.9949818562041184]
6,[1.058327813615715],[-0.9915209628074769]
6,[0.980125159185794],[-1.0029638428619263]
6,[1.0431461822641843],[-0.9936972154011996]
6,[0.9868072106017746],[-1.0019630218471423]
6,[0.9082929387427245],[-1.0140122739965916]
6,[0.9117877003400476],[-1.0134620971217772]
6,[0.9089737872429617],[-1.0139049841271792]
6,[1.0406575254345756],[-0.9940559854108101]
6,[1.0190084944477718],[-0.9972014154016658]
6,[0.9335943602109695],[-1.0100588958619763]
6,[1.0810437879406836],[-0.9883037328378226]
6,[0.9457527389744133],[-1.0081833836000447]
6,[1.049324023168633],[-0.9928090810650835]
6,[1.0420561306343268],[-0.9938542888275831]
6,[1.0559533505094805],[-0.9918599436394075]
6,[1.0774885065331028],[-0.9888042129306954]
6,[0.9745460896965902],[-1.0038028786655562]
6,[0.9799464017559061],[-1.0029906778255657]
6,[0.9130187449042417],[-1.0132686119527152]
6,[1.0912832599357272],[-0.9868685556423262]
6,[1.0532147353762131],[-0.9922515501310923]
6,[0.9277467534285792],[-1.0109664888476373]
6,[1.0688078755002186],[-0.9900309279158622]
6,[0.9137178373934384],[-1.0131588078566072]
6,[1.0201160337234154],[-0.9970394241611523]
6,[1.0116299218556715],[-0.9982836146413259]
6,[1.0854336751420344],[-0.9876873094045887]
6,[1.0395368236904245],[-0.994217735938162]
6,[1.0110212393138156],[-0.9983731219675059]
6,[0.9573711522861427],[-1.006405572711727]
6,[1.0989869707304274],[-0.9857948523272411]
6,[0.9864022712149186],[-1.0020235463148333]
6,[0.9883945036549651],[-1.0017259329519268]
6,[0.9803915041911799],[-1.0029238652250054]
6,[0.923603597680802],[-1.0116117443270483]
6,[0.9724951358755634],[-1.0041121076469295]
6,[1.014470700078284],[-0.9978663464411579]
6,[1.0924514212003789],[-0.9867054102257189]
6,[0.971272625335725],[-1.0042966313244497]
6,[0.9308840015701496],[-1.0104791122884065]
6,[0.9548057681241366],[-1.0067969186206611]
6,[1.0279013500218384],[-0.9959040129836397]
6,[1.0255330862904724],[-0.9962487932505192]
6,[0.9602445626172769],[-1.005968040885952]
6,[0.9298175458051336],[-1.0106446703788692]
6,[0.941848411265422],[-1.0087839608783709]
6,[1.0680977446239188],[-0.9901315797846825]
6,[0.9015260955581545],[-1.0150813732675228]
6,[1.0996936462697293],[-0.9856966181838038]
6,[0.9007123899775545],[-1.0152102706216641]
6,[0.9168861760012802],[-1.012661832226813]
6,[0.9755705677250854],[-1.0036485733682792]
6,[0.9816118639608677],[-1.0027407832479405]
6,[0.9199033123862074],[-1.012189582988327]
6,[1.0271859183441439],[-0.9960081122360561]
6,[0.9168272087316856],[-1.01267107171848]
6,[1.0427855030362383],[-0.9937491760893181]
6,[1.034623982826435],[-0.9949281855703547]
6,[1.055992565153304],[-0.991854341141913]
6,[0.9149166162996776],[-1.012970643207694]
6,[1.0914245503712787],[-0.9868488166688297]
6,[1.048858570703686],[-0.992875872534673]
6,[0.9433179523915045],[-1.0085577238844408]
6,[1.0789814182321547],[-0.9885939177229218]
6,[1.037588052591805],[-0.9944992797842952]
6,[0.9120744755186664],[-1.0134170094956996]
6,[0.9134522125222327],[-1.0132005224037453]
6,[0.9302638476422598],[-1.0105753711404137]
6,[1.0275475759897907],[-0.9959554830183331]
6,[1.0865863187271396],[-0.9875257383547994]
6,[0.948515921627437],[-1.007759302343499]
6,[1.0383679402214858],[-0.994386565007788]
6,[1.0498020644836248],[-0.9927405038597156]
6,[0.9159319241036462],[-1.0128113987231988]
6,[1.0486585528167631],[-0.9929045808122301]
6,[0.9427559026993361],[-1.0086442251699959]
6,[1.0144318073837497],[-0.9978720539723923]
6,[1.0581106853939992],[-0.9915519389264135]
6,[1.040386119781509],[-0.994095146589055]
6,[0.9770858238606834],[-1.0034205411704276]
6,[0.9200513122774088],[-1.0121664429652586]
6,[1.0147390481493208],[-0.9978269701175986]
6,[0.9076796200642312],[-1.0141089657373907]
6,[1.0169358932426797],[-0.9975048731266111]
6,[0.9058061861703975],[-1.014404573906814]
6,[1.0100078705847888],[-0.9985222178909078]
6,[1.0663270647214402],[-0.9903827484240735]
6,[0.9204716905731242],[-1.0121007290043866]
6,[0.9417710544004249],[-1.0087958762941527]
6,[0.951543953455855],[-1.007295484312299]
6,[0.9852388757177973],[-1.0021975243078347]
6,[0.9108774398335369],[-1.0136052702448417]
6,[1.0187451688087248],[-0.9972399472165061]
6,[1.0856911230920658],[-0.9876512116550683]
6,[1.033770924041819],[-0.9950517768074011]
6,[0.965643988274788],[-1.0051481598782213]
6,[1.0580886929196036],[-0.9915550766735735]
6,[0.943261990930642],[-1.0085663350546101]
6,[0.9842832267980655],[-1.0023405357447388]
6,[1.0653711837175772],[-0.990518456332078]
6,[1.0286056132840482],[-0.995801585953306]
6,[0.9851984039155788],[-1.0022035790127282]
6,[0.9436683776625475],[-1.008503809014631]
6,[0.9312459685721872],[-1.0104229474995086]
6,[0.9799967026194205],[-1.0029831263656457]
6,[1.070749735251597],[-0.9897559257351426]
6,[1.0182664907136858],[-0.997310007981868]
6,[0.9754884193567341],[-1.0036609425369216]
6,[0.9347816224033305],[-1.0098750668310905]
6,[1.0706333500052239],[-0.9897723984399491]
6,[1.0441673581337445],[-0.9935501666402649]
6,[0.9542046080724875],[-1.0068887228435837]
6,[1.0737164942992319],[-0.9893364321546346]
6,[0.9121151872122527],[-1.0134106094105546]
6,[0.9302709118422807],[-1.0105742744214876]
6,[0.9450539878887644],[-1.00829075090465]
6,[1.0821709519035645],[-0.9881452950398764]
6,[1.0373630608272109],[-0.9945318076953044]
6,[0.9432454613787858],[-1.0085688786317253]
6,[0.9127698295913598],[-1.0133077210616996]
6,[1.0575694603327535],[-0.9916291702866602]
6,[0.9096868119222229],[-1.0137926781427586]
6,[1.0225847477241934],[-0.9966787644371083]
6,[0.9231550366403375],[-1.0116817135303389]
6,[0.9835046055588036],[-1.0024571223811178]
6,[0.968114648551587],[-1.0047739903824675]
6,[0.9394346861939773],[-1.0091560470549303]
6,[1.0576109786958288],[-0.9916232447834152]
6,[0.975883429868131],[-1.003601471586592]
6,[1.0890238185025611],[-0.9871844484990995]
6,[1.0600552509443217],[-0.9912746745057058]
6,[1.0981426695957313],[-0.9859122744785798]
6,[0.9694522682202076],[-1.0045716728388394]
6,[1.0612193056765975],[-0.9911088629828883]
6,[1.089259035336834],[-0.9871515419150118]
6,[0.9678579746284721],[-1.0048128335496649]
6,[0.9690773446659138],[-1.0046283624593537]
6,[0.9811918476831872],[-1.002803778552221]
6,[0.9836027507721861],[-1.002442423312423]
6,[0.9179325031765423],[-1.0124979473298201]
6,[1.0561546817531],[-0.9918311814401513]
6,[1.014747915203453],[-0.9978256691192962]
6,[1.0763024162966826],[-0.9889714298649515]
6,[1.0664226864936317],[-0.9903691773861618]
6,[1.083236800689981],[-0.9879955793313316]
6,[1.0765594609650369],[-0.9889351806556259]
6,[0.9649982999532551],[-1.0052460485178454]
6,[1.0905100349551586],[-0.9869766099704623]
6,[1.0521748391182624],[-0.9924004291430372]
6,[0.9340002082188706],[-1.0099960398490484]
6,[1.0658363886481865],[-0.9904524001727847]
6,[1.0781684374272238],[-0.9887084116234125]
6,[1.017836971602869],[-0.9973728923013395]
6,[1.0336922003681481],[-0.9950631857350912]
6,[0.9684362678557765],[-1.0047253282849828]
6,[1.063380699089715],[-0.9908013132547072]
6,[1.0505250700002269],[-0.9926368253242878]
6,[1.0339047767666023],[-0.9950323797051139]
6,[1.082245896261862],[-0.9881347646074851]
6,[1.0840520500634236],[-0.9878811321466552]
6,[0.9549314511571718],[-1.0067777300514549]
6,[1.016201233515342],[-0.9976125360591177]
6,[0.9215611331177304],[-1.0119305147631863]
6,[1.0656208674948386],[-0.9904830003866743]
6,[0.9205065074446649],[-1.0120952872490592]
6,[0.9856964722261846],[-1.0021290777920262]
6,[1.0349361872011995],[-0.9948829703960308]
6,[0.9228610443463858],[-1.0117275838976196]
6,[1.0160046461150778],[-0.9976413543086721]
6,[0.9830159077752677],[-1.0025303282252234]
6,[0.9065691247723888],[-1.014284143800202]
6,[1.0188093701547984],[-0.9972305521766399]
6,[0.9802454421904454],[-1.0029457878431414]
6,[0.9856891224379505],[-1.0021301769967175]
6,[1.0414840333781021],[-0.9939367705516541]
6,[0.9357412874781169],[-1.0097265865956344]
6,[1.0140908693327149],[-0.9979220930872642]
6,[0.9699801807407515],[-1.0044918749350695]
6,[0.924212772115627],[-1.011516756243069]
6,[0.9241750938924229],[-1.0115226302243954]
6,[0.9009447211273665],[-1.0151734600892892]
6,[0.9600648094923473],[-1.0059953869194782]
6,[1.0408007297446256],[-0.9940353251893348]
6,[1.0420832420416208],[-0.9938503808128587]
6,[1.0386221301945766],[-0.9943498399536844]
6,[0.9032556262366513],[-1.0148076445159238]
6,[1.0840420719184118],[-0.9878825325540922]
6,[1.0448091839721199],[-0.993457793458534]
6,[0.9775289033964752],[-1.0033539052899305]
6,[0.9831912322869757],[-1.0025040622672436]
6,[1.064773164445354],[-0.9906033999796873]
6,[1.0573948216387716],[-0.9916540964504974]
6,[1.0948763618522221],[-0.9863671237943324]
6,[0.9775403516196639],[-1.0033521838228483]
6,[0.932469754358517],[-1.010233161186673]
6,[1.097780629697103],[-0.9859626445631767]
6,[0.9095774518383778],[-1.013809899456858]
6,[0.9559746367436809],[-1.0066185252536184]
6,[0.9747701467145209],[-1.0037691225252865]
6,[0.9454860077602273],[-1.008224362443449]
6,[1.0219434650075268],[-0.9967723951125684]
6,[0.9562543082611382],[-1.0065758624978334]
6,[1.0670747433557255],[-0.9902766567424731]
6,[0.9713517363249679],[-1.004284685878228]
6,[0.9089840449980826],[-1.0139033680709377]
6,[1.030947429352972],[-0.9954613315436222]
6,[1.0741594706092386],[-0.9892738637825732]
6,[1.0405552841489576],[-0.9940707370236611]
6,[0.9535949161012439],[-1.006981868081689]
6,[0.9403527966501978],[-1.0090144442823368]
6,[1.0471473750984404],[-0.9931215970166446]
6,[1.0993378753934029],[-0.9857460680629765]
6,[1.042801436217923],[-0.9937468804459669]
6,[0.9020355380750876],[-1.0150007107521222]
6,[0.9036081730401041],[-1.0147518881788427]
6,[1.0614859351241992],[-0.9910709007696695]
6,[0.965475507649137],[-1.0051736980474077]
6,[1.0184974112321623],[-0.997276207031569]
6,[1.0768093030333779],[-0.9888999528188864]
6,[1.0369700227395284],[-0.994588642028215]
6,[0.9833556522629349],[-1.0024794327355167]
6,[0.9222636986870455],[-1.0118208137791491]
6,[1.0929663677336008],[-0.9866335306944577]
6,[1.0695391053808445],[-0.9899273329023622]
6,[0.9299812927501567],[-1.0106192422137465]
6,[0.9554270688234605],[-1.0067020778416833]
6,[1.042656542502625],[-0.9937677575122504]
6,[1.092860208621056],[-0.9866483471655809]
6,[0.9568870954534537],[-1.0064793630886582]
6,[0.9207359908265873],[-1.0120594230631803]
6,[0.9079642711423708],[-1.0140640844258422]
6,[0.9654172127981322],[-1.005182535010585]
6,[0.9845492168269073],[-1.0023007216178483]
6,[0.9609690373670344],[-1.0058578593135061]
6,[0.9372221165034208],[-1.009497662192444]
6,[1.0203793566319075],[-0.9970009271373048]
6,[1.0904852015239197],[-0.9869800811867042]
6,[1.0134736507233544],[-0.9980127099661499]
6,[0.9245609262941241],[-1.0114624866985407]
6,[1.0488989553716084],[-0.9928700766284634]
6,[1.0893336933705586],[-0.9871410983511633]
6,[0.9357927295027215],[-1.0097186301872199]
6,[0.9049437822579104],[-1.0145407815294407]
6,[1.0213072262261231],[-0.9968653279555093]
6,[1.044766648681159],[-0.993463914065453]
6,[0.9038112223922152],[-1.0147197815187339]
6,[0.9350089104553413],[-1.0098398918254385]
6,[1.088992758567933],[-0.9871887941138529]
6,[0.9225187591929153],[-1.0117810008830144]
6,[1.0531879451976531],[-0.9922553843625624]
6,[1.0269492390503747],[-0.9960425610129261]
6,[1.0262895516048054],[-0.9961386067403312]
6,[1.0265092586406963],[-0.9961066144164433]
6,[1.0434087817334605],[-0.993659392001005]
6,[0.9768788481196724],[-1.003451675536547]
6,[1.0171803795640395],[-0.9974690555807059]
6,[0.9535073626525137],[-1.0069952471462313]
6,[0.9166070332059013],[-1.0127055740104023]
6,[0.9492509182643516],[-1.0076466319740744]
6,[0.9419252193101777],[-1.008772130618806]
6,[1.0475101915826854],[-0.9930694747158901]
6,[1.0147784562073732],[-0.9978211881177882]
6,[0.908154784440611],[-1.014034050894071]
6,[0.9394735942801343],[-1.0091500443535752]
6,[1.0633883167199467],[-0.9908002300721757]
6,[1.034276623721065],[-0.9949785027677063]
6,[1.0687594401987313],[-0.9900377915527465]
6,[0.9063512434059826],[-1.0143185299347566]
6,[1.046665711113638],[-0.9931908117286952]
6,[1.0795830878961536],[-0.9885092210469295]
6,[0.9884941469996286],[-1.001711057863641]
6,[0.9092056235649805],[-1.0138684623201275]
6,[0.9841239429307385],[-1.002364381164313]
6,[1.0671606785616472],[-0.9902644662137193]
6,[0.9846995022016287],[-1.0022782295945583]
6,[1.0440493913404754],[-0.9935671488620548]
6,[0.9699468181435508],[-1.0044969171047533]
